PLAYER_NAME,TEAM_ABBREVIATION,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
Jevon Carter,CHI,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21,-1,-1.1,-2.1,C
Jimmy Butler,GSW,0.626,0.174,0.657,7.7,10.8,9.2,25.5,2.2,1,8.8,20.8,4,1,4.9,PG
Jock Landale,HOU,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,0,0.4,0.4,SF
John Collins,UTA,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.4,-0.4,1,PF
John Konchar,MEM,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8,-0.7,2.3,1.7,C
Johnny Davis,WAS,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-3.5,0.7,-2.8,SG
Johnny Furphy,IND,0.506,0.543,0.239,6.8,14,10.4,6.2,2.3,2.6,10.6,13,-3,0.6,-2.5,SF
Johnny Juzang,UTA,0.573,0.661,0.112,3.6,12,7.8,7.9,1.5,0.6,6.7,17.6,-0.9,-1.4,-2.3,PG
Jonas Valan?i?nas,SAC,0.602,0.059,0.263,13.3,30.7,22,17.6,1.2,2.8,14.6,22.8,0.8,-0.1,0.6,C
Jonathan Isaac,ORL,0.512,0.466,0.33,12,21.5,16.5,5.5,2.8,7,8.2,16.2,-1.1,1.8,0.7,SG
Jonathan Kuminga,GSW,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,-0.5,-0.1,-0.6,SG
Jonathan Mogbo,TOR,0.496,0.197,0.23,8.9,17.3,13,15.3,2.1,2.5,15.1,15,-2.9,1,-1.9,SF
Jordan Clarkson,UTA,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.6,-2.1,-1.5,SF
Jordan Goodwin,LAL,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,-1.7,0.8,-0.8,SG
Jordan Hawkins,NOP,0.504,0.597,0.176,2,11.2,6.5,7.3,1.1,1.7,8.8,21,-2.4,-3,-5.4,C
Jordan McLaughlin,SAS,0.6,0.639,0.306,2.1,8.5,5.3,21,2.5,0.3,16.4,13.3,-1.6,0,-1.6,PG
Jordan Miller,LAC,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2,1.2,14.8,18.2,-3,0.2,-2.8,SG
Jordan Poole,WAS,0.591,0.588,0.259,1.6,9,5.3,25.6,2,1.2,14.8,29,2,-1.6,0.4,PF
Jordan Walsh,BOS,0.464,0.663,0.145,6.2,12.4,9.3,6,1.5,2.5,16.1,11.5,-4.4,0.5,-3.9,SF
Jose Alvarado,NOP,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1,13.4,19.8,-0.6,-0.8,-1.4,PG
Josh Giddey,CHI,0.57,0.348,0.281,6.4,21.4,14,32.9,1.9,1.8,18.4,21.7,1.9,1.1,3,PG
Josh Green,CHA,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,-4.5,0.2,-4.3,PG
Josh Hart,NYK,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2,0.9,15.5,15.3,1.1,1.8,2.8,PG
Josh Minott,MIN,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4,10.1,17.2,-0.7,2.9,2.2,PF
Josh Okogie,CHA,0.567,0.434,0.401,8,11.8,9.9,7.9,3.8,2.8,11.1,19.5,-0.1,1.6,1.5,C
Jrue Holiday,BOS,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,-0.3,1,0.7,SF
JT Thor,WAS,0.517,0.356,0.373,8.4,11.8,10.1,3.3,1.5,3.2,11.6,13.1,-4.3,-1.1,-5.4,PF
Julian Champagnie,SAS,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,-0.3,-0.9,-1.3,SG
Julian Phillips,CHI,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,-2.6,-0.4,-3,SG
Julian Strawther,DEN,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1,9.8,17.8,-3.1,-1.4,-4.5,SG
Julius Randle,MIN,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1,0.7,15.3,25,1.5,-0.2,1.3,C
Justin Champagnie,WAS,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,-0.3,-0.2,-0.5,PF
Justin Edwards,PHI,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11,16.9,-2.1,-1.6,-3.7,C
Jusuf Nurki?,CHA,0.555,0.298,0.364,8.8,32,20.5,16.8,1.9,3.1,19.2,20.6,-2.2,0.9,-1.3,SG
Kai Jones,DAL,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13,1.4,1.5,2.9,C
Karl-Anthony Towns,NYK,0.63,0.278,0.337,9.8,32,21,13.8,1.4,1.9,12.1,27.4,3.5,0.1,3.6,C
Karlo Matkovi?,NOP,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5,14.5,15.9,-1.9,-0.2,-2,SF
Kawhi Leonard,LAC,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,2.5,0.6,3.1,SG
Keaton Wallace,ATL,0.503,0.506,0.068,1.5,9.6,5.5,21,2.6,1.7,16.5,16.4,-3.3,1,-2.3,SF
Keegan Murray,SAC,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15,-0.8,-0.8,-1.6,SG
Keldon Johnson,SAS,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,0,-1.6,-1.6,SG
Kel'el Ware,MIA,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,-0.7,0.6,-0.1,SG
Kelly Olynyk,NOP,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,-1.1,0.4,-0.7,PF
Kelly Oubre Jr.,PHI,0.551,0.327,0.25,5.1,15.4,10,7.9,2.2,1.4,8.9,18.9,-1.7,-0.6,-2.3,SG
Kenrich Williams,OKC,0.587,0.483,0.11,6.3,16.3,11.4,11,1.8,0.9,9.5,15.4,-0.4,0.9,0.6,PF
Kentavious Caldwell-Pope,MEM,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,-3,1.6,-1.4,PG
Keon Ellis,SAC,0.664,0.692,0.185,3.4,8.8,6.1,8,3,3.2,12.4,12.7,-0.1,2,1.9,PG
Keon Johnson,BKN,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-3.1,-0.1,-3.3,PG
Kessler Edwards,DAL,0.597,0.4,0.096,4,16.3,10.3,9.1,1.5,2.8,10.2,11.1,-2,0.6,-1.4,PF
Kevin Durant,PHX,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,3.9,-0.7,3.2,PF
Kevin Huerter,CHI,0.544,0.647,0.081,2,11.3,6.7,12.6,1.9,1.3,9.7,17.5,-1.8,-0.2,-2,PF
Kevin Love,MIA,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3,1.5,10.1,24.6,-0.3,0.7,0.4,PF
Kevin Porter Jr.,MIL,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-1.6,0.9,-0.6,C
Kevon Looney,GSW,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2,3.1,10.8,13.3,-1,1.3,0.3,C
Keyonte George,UTA,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1,0.4,14.9,24.3,-0.2,-2.5,-2.7,SF
Khris Middleton,WAS,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2,0.9,13,22,0.4,0.3,0.7,PG
KJ Martin,UTA,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,-3.2,-0.3,-3.6,SF
KJ Simpson,CHA,0.437,0.432,0.166,4.8,9,6.9,19.8,2,0.7,14.8,19.1,-4.5,-0.9,-5.4,C
Klay Thompson,DAL,0.552,0.631,0.084,2.5,11,6.8,10.7,1.2,1.3,8.8,21.8,0.7,-1.6,-1,SF
Kobe Brown,LAC,0.513,0.361,0.097,8,18.9,13.5,11.9,1.3,1.5,13.8,14,-2.5,0.4,-2.1,C
Kris Dunn,LAC,0.531,0.513,0.05,3.4,12.4,8,15.6,3.5,1.5,14.2,12.7,-2.8,3.4,0.6,PF
Kris Murray,POR,0.472,0.43,0.204,7.7,11.3,9.5,9,1.6,1.5,12.4,13.9,-3.1,0.1,-3,SG
Kristaps Porzi??is,BOS,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.5,1.2,4.7,SG
Kyle Anderson,MIA,0.538,0.231,0.215,5.7,16.8,11.2,20.7,2,3.1,10,15.9,-0.6,2.2,1.5,SG
Kyle Filipowski,UTA,0.594,0.425,0.276,8,23.1,15.6,13.9,1.5,1.4,14.9,18.7,-0.6,-0.3,-1,SG
Kyle Kuzma,MIL,0.514,0.369,0.238,3,17.1,10.2,12.1,0.9,0.9,13.5,24,-2.9,-2,-4.9,C
Kyle Lowry,PHI,0.525,0.752,0.282,1.8,10,5.8,19.2,2.5,1.6,13.8,10.1,-2.8,1.5,-1.3,PF
Kyrie Irving,DAL,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.9,-0.5,3.4,PF
Kyshawn George,WAS,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-3.8,-0.3,-4.1,PF
LaMelo Ball,CHA,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,4.1,-0.9,3.2,SG
Landry Shamet,NYK,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,-1.9,-0.6,-2.4,PG
Larry Nance Jr.,ATL,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2,2.6,9.1,15.7,1.1,0.7,1.8,SG
Lauri Markkanen,UTA,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24,1.8,-2.1,-0.3,PG
LeBron James,LAL,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,0.7,5.6,SF
Lindy Waters III,DET,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,-3,0.2,-2.8,SG
Lonnie Walker IV,PHI,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1,1,10,22.8,0,-2.4,-2.4,PF
Lonzo Ball,CHI,0.524,0.802,0.111,3.4,12.3,8,18.9,2.8,1.9,13.9,15.9,-1.5,1.7,0.2,PG
Luguentz Dort,OKC,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,-0.6,0.8,0.2,SG
Luka Don?i?,LAL,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13,33.9,5.5,1.2,6.7,PG
