Player,Team,Pos,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP
Jock Landale,HOU,C,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,0,0.4,0.4,0.3
Jake LaRavia,2TM,PF,0.591,0.421,0.341,7.2,13.3,10.3,14.6,2.2,1.6,18.2,14.4,-0.8,1.1,0.2,0.8
Pelle Larsson,MIA,SG,0.546,0.468,0.3,4,9,6.5,11.6,2,0.9,9.5,14.4,-3.8,0.7,-3.1,-0.2
Zach LaVine,2TM,SG,0.639,0.438,0.233,0.9,12,6.5,18.3,1.1,0.4,13.4,25.3,2.3,-1.6,0.7,1.8
A.J. Lawson,TOR,SG,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20,-1.5,-1,-2.5,-0.1
Damion Lee,PHO,SG,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0,10.7,28.6,-2.9,-2.1,-5.1,-0.1
Alex Len,2TM,C,0.525,0.143,0.27,11.3,16.7,14,12.6,1.2,5.4,22.1,10.3,-3.9,1.2,-2.6,-0.1
Kawhi Leonard,LAC,SF,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,2.5,0.6,3.1,1.5
Malevy Leons,OKC,SF,0.266,0.5,2,5.2,10,7.7,5.1,0,0,21,9.6,-10.4,-1.9,-12.4,-0.1
Caris LeVert,2TM,SG,0.582,0.474,0.259,2.8,11,6.9,18.1,1.7,1.9,10.2,19.4,0.8,0.1,0.9,1.2
Maxwell Lewis,2TM,SF,0.516,0.463,0.093,6,13.5,9.5,9,1.4,2.1,11.1,16.9,-3.2,-1.1,-4.4,-0.2
E.J. Liddell,CHI,PF,0.661,0.667,0.133,6,11.7,8.9,7.6,0.9,1.6,11.2,14.1,-2.7,-1.4,-4.1,0
Damian Lillard,MIL,PG,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,4.7,-0.6,4,3.2
Dereck Lively II,DAL,C,0.704,0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,1.1,2.2,3.3,1.1
Chris Livingston,MIL,SF,0.441,0.296,0.593,10.7,24.6,17.9,6,2.3,0,15,16.6,-5,-1.1,-6.1,-0.1
Kevon Looney,GSW,C,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2,3.1,10.8,13.3,-1,1.3,0.3,0.7
Brook Lopez,MIL,C,0.624,0.482,0.178,5,11.8,8.6,7.8,0.9,5.4,9.1,15.8,0.4,0.4,0.8,1.8
Kevin Love,MIA,PF,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3,1.5,10.1,24.6,-0.3,0.7,0.4,0.2
Kyle Lowry,PHI,PG,0.525,0.752,0.282,1.8,10,5.8,19.2,2.5,1.6,13.8,10.1,-2.8,1.5,-1.3,0.1
Trey Lyles,SAC,PF,0.551,0.636,0.214,6.6,19.6,13.1,7.9,1.5,1.7,8.7,14.3,-0.4,-0.3,-0.7,0.4
Sandro Mamukelashvili,SAS,PF,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,3.3,-1,2.3,0.7
Terance Mann,2TM,SG,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1,9.6,14.7,-1.4,0,-1.3,0.2
Tre Mann,CHO,PG,0.537,0.373,0.13,3.9,8.9,6.3,21.2,1.1,1.2,12.8,26,-0.6,-1.9,-2.4,0
Lauri Markkanen,UTA,PF,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24,1.8,-2.1,-0.3,0.7
Naji Marshall,DAL,SF,0.584,0.306,0.225,4.4,14,9.3,15.8,1.8,0.5,12.5,20,-0.3,-0.5,-0.8,0.6
Caleb Martin,2TM,SF,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,-2.9,-0.2,-3.2,-0.4
Cody Martin,2TM,SF,0.509,0.465,0.188,4.8,15.9,10.3,13,2.4,2.7,12.7,14.7,-2.8,1.1,-1.7,0.1
Jaylen Martin,2TM,SF,0.497,0.311,0.135,4.8,14.4,9.6,10.3,1.8,0,13.3,15.9,-4.5,-1.9,-6.3,-0.3
KJ Martin,2TM,PF,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,-3.2,-0.3,-3.6,-0.4
Tyrese Martin,BRK,SG,0.533,0.606,0.125,4.8,14.6,9.5,14.6,1.3,0.7,13.1,18.8,-1.4,-1.2,-2.6,-0.2
Garrison Mathews,ATL,SG,0.606,0.848,0.304,1.7,10,5.7,9.3,1.5,1.7,9.6,15.9,-1.1,-0.5,-1.6,0.1
Bennedict Mathurin,IND,SF,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1,11.9,22.8,-1.3,-1.5,-2.9,-0.5
Karlo Matkovi?,NOP,PF,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5,14.5,15.9,-1.9,-0.2,-2,0
Tyrese Maxey,PHI,PG,0.562,0.438,0.265,0.8,9.6,5,28,2.3,1.1,9.2,29.8,3.2,-1.1,2,2
Miles McBride,NYK,SG,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1,6.7,16.8,-0.4,0.4,0,0.8
Jared McCain,PHI,SG,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0,11,24.7,1.8,-1.6,0.2,0.3
Mac McClung,ORL,SG,0,0.5,0,0,12.1,5.7,37.8,0,0,0,8.7,-10.2,-0.8,-11,0
CJ McCollum,NOP,PG,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9,27.2,1.2,-2.6,-1.4,0.3
T.J. McConnell,IND,PG,0.547,0.079,0.123,3.5,11.6,7.6,37,2.8,1.3,14.2,23.4,0.6,0.6,1.2,1.2
Kevin McCullar Jr.,NYK,SF,0.381,0.143,0.286,0,31.3,15.8,8.4,1.7,3.2,0,11.8,-8.5,1.3,-7.2,0
Jaden McDaniels,MIN,PF,0.562,0.363,0.153,5.6,14.2,10,9,2.1,2.6,9.6,16.3,-1.4,1.4,0,1.4
Jalen McDaniels,WAS,SF,,,,0,0,0,17.4,6.8,0,,0,-0.5,6,5.6,0
Doug McDermott,SAC,SF,0.617,0.863,0.043,1,6.2,3.6,2.8,0.6,0.6,4.8,15.7,-0.8,-2.4,-3.2,-0.1
Bryce McGowens,POR,SG,0.391,0.286,0.429,6.6,3.5,5.1,8.7,1.5,0,19.4,26.8,-9.9,-3.8,-13.6,-0.1
Jordan McLaughlin,2TM,PG,0.6,0.639,0.306,2.1,8.5,5.3,21,2.5,0.3,16.4,13.3,-1.6,0,-1.6,0
Jack McVeigh,HOU,PF,0.412,0.765,0,4.9,7.6,6.2,3,0,4.2,10.5,18.2,-4.8,-3,-7.7,-0.1
De'Anthony Melton,GSW,SG,0.539,0.648,0.148,5.2,12.8,8.9,21.1,2.8,1.6,14.8,23.5,-1.6,0.8,-0.8,0
Sam Merrill,CLE,SG,0.583,0.868,0.068,3,8.9,6.1,9.6,1.8,0.9,7.4,14.3,-0.4,0.7,0.3,0.8
Vasilije Mici?,2TM,PG,0.462,0.458,0.15,2.7,9.6,6,24.3,0.9,0,20.9,19.9,-4.6,-2.4,-7,-1
Khris Middleton,2TM,SF,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2,0.9,13,22,0.4,0.3,0.7,0.6
Brandon Miller,CHO,SF,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,0.8,-0.8,0,0.4
Emanuel Miller,CHI,PF,0.563,0.125,0.25,17.1,16.5,16.8,10.9,1.9,0,0,14.8,-0.9,-0.9,-1.8,0
Jordan Miller,LAC,SF,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2,1.2,14.8,18.2,-3,0.2,-2.8,-0.1
Leonard Miller,MIN,SF,0.54,0.333,0.533,10.6,27.3,19.1,0,3.1,2.9,9.7,27.8,-3.4,-0.3,-3.7,0
Patty Mills,2TM,PG,0.543,0.781,0.146,1.4,6,3.7,11.1,1.9,0.9,14.3,15.6,-3.2,0,-3.2,-0.1
Shake Milton,2TM,SG,0.563,0.417,0.232,4.2,9.9,7,18.3,1.5,0.5,12.5,16.7,-1.7,-0.5,-2.2,0
Justin Minaya,POR,SF,0.411,0.476,0.095,5.2,5.5,5.4,9.1,2.9,0.9,18.6,11.1,-7.1,1.7,-5.4,-0.1
Riley Minix,SAS,SF,0,1,0,0,30.7,15.3,0,0,0,0,6.1,-8.5,-3.3,-11.8,0
Josh Minott,MIN,SF,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4,10.1,17.2,-0.7,2.9,2.2,0.3
Yves Missi,NOP,C,0.572,0.002,0.415,13.7,19.7,16.6,7.2,0.9,4.8,12.4,14.3,-1.6,-1.4,-3,-0.5
Ajay Mitchell,OKC,SG,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2,0.7,12.7,16.2,-2.5,0.9,-1.6,0.1
Davion Mitchell,2TM,PG,0.573,0.443,0.176,1.9,7.1,4.5,24.2,1.7,0.8,20,13.6,-2.8,0.2,-2.6,-0.3
Donovan Mitchell,CLE,SG,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2,0.7,9.2,30.9,3.8,-0.2,3.7,3.2
Evan Mobley,CLE,PF,0.633,0.254,0.337,8.4,24,16.5,15.1,1.4,4.7,12.2,23.2,3.1,1.5,4.6,3.6
Isaiah Mobley,PHI,PF,0.381,0.429,0.286,6.4,20.8,13.3,41.8,2.9,5.8,0,20.2,0,4.8,4.7,0
Jonathan Mogbo,TOR,PF,0.496,0.197,0.23,8.9,17.3,13,15.3,2.1,2.5,15.1,15,-2.9,1,-1.9,0
Malik Monk,SAC,SG,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,0.3,-1.1,-0.8,0.6
Moses Moody,GSW,SG,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,-0.9,0,-0.9,0.5
Taze Moore,POR,SG,0.276,0.4,0.2,21.1,22.3,21.7,6.8,4.9,0,15.5,26.8,-3.9,-0.4,-4.3,0
Wendell Moore Jr.,2TM,SG,0.553,0.325,0.175,6.4,14.3,10.3,11.6,1.9,1,16.6,13.8,-2.6,-0.1,-2.7,-0.1
Ja Morant,MEM,PG,0.563,0.321,0.359,2.4,11.8,7.1,36,1.9,0.7,15.2,32.2,3.1,-0.7,2.4,1.7
Markieff Morris,2TM,PF,0.385,0.514,0.086,2.1,13.1,7.8,17.5,0.6,1.7,6.4,20.5,-5.2,-2.5,-7.6,-0.2
Monte Morris,PHO,PG,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9,18.1,-1,-0.8,-1.8,0
Trey Murphy III,NOP,SF,0.598,0.522,0.274,2.7,13.2,7.8,15.9,1.5,2,9.9,23.7,2.1,-1.4,0.8,1.3
Dejounte Murray,NOP,PG,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3,1.1,16.2,27.3,-1.3,-0.3,-1.6,0.1
Jamal Murray,DEN,PG,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24,1.8,-1,0.8,1.7
Keegan Murray,SAC,PF,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15,-0.8,-0.8,-1.6,0.2
Kris Murray,POR,SF,0.472,0.43,0.204,7.7,11.3,9.5,9,1.6,1.5,12.4,13.9,-3.1,0.1,-3,-0.3
Svi Mykhailiuk,UTA,SF,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-1.4,-2.1,-3.5,-0.3
Larry Nance Jr.,ATL,PF,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2,2.6,9.1,15.7,1.1,0.7,1.8,0.4
Pete Nance,2TM,C,0.578,0.75,0.063,4,12.9,8.4,9.7,0.7,1.4,10.8,11.7,-3.1,-1.7,-4.9,-0.1
Andrew Nembhard,IND,SG,0.545,0.325,0.252,2,10.7,6.4,22.5,2,0.5,15.8,16.3,-2.6,0.3,-2.3,-0.1
Aaron Nesmith,IND,SF,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,0,-0.5,-0.5,0.4
Tristen Newton,2TM,SG,0.178,0.375,0.125,14.1,13.6,13.9,15.4,3.1,0,19.2,28.2,-16.7,-4,-20.7,-0.1
Georges Niang,2TM,PF,0.607,0.66,0.094,3.1,14.3,8.7,8.8,0.8,0.8,11.3,17.9,-1.1,-1.2,-2.3,-0.1
Daishen Nix,MIN,PG,0.266,1,2,0,33.6,17.1,27.2,0,0,68,19.6,-14.9,-1.2,-16.2,0
Zeke Nnaji,DEN,PF,0.574,0.369,0.312,6.3,9.8,8.1,4.6,2,5.6,8,12.2,-2.1,0.7,-1.3,0.1
Miles Norris,BOS,PF,0.354,0.778,0.222,6.2,21.7,14,0,2.9,2.6,0,12.4,-2.3,0.4,-1.9,0
Jaylen Nowell,NOP,SG,0.43,0.37,0.151,3.7,9.3,6.4,15.6,0.3,2.3,9.3,21.6,-3.2,-2.5,-5.7,-0.2
Jusuf Nurki?,2TM,C,0.555,0.298,0.364,8.8,32,20.5,16.8,1.9,3.1,19.2,20.6,-2.2,0.9,-1.3,0.2
Royce O'Neale,PHO,SF,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,0.2,-0.1,0.1,1
Jahlil Okafor,IND,C,,,,0,36.8,18.6,37,0,0,,0,2.5,4.9,7.5,0
Chuma Okeke,2TM,PF,0.641,0.7,0.075,11.7,15.5,13.5,10.5,1.3,2,6.8,9.8,1.6,-1.8,-0.2,0.1
Josh Okogie,2TM,SG,0.567,0.434,0.401,8,11.8,9.9,7.9,3.8,2.8,11.1,19.5,-0.1,1.6,1.5,0.6
Onyeka Okongwu,ATL,C,0.634,0.216,0.316,11.4,24,17.5,11.4,1.6,3,10.4,17.3,1.2,0.2,1.3,1.7
Isaac Okoro,CLE,SG,0.587,0.566,0.172,5.2,8.1,6.7,8,1.5,1.4,7.4,12.5,-1.1,0.6,-0.5,0.4
Quincy Olivari,LAL,PG,0.3,1,0,0,0,0,13.3,0,0,16.7,26.3,-10.1,-8.5,-18.6,0
Kelly Olynyk,2TM,C,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,-1.1,0.4,-0.7,0.3
Kelly Oubre Jr.,PHI,SF,0.551,0.327,0.25,5.1,15.4,10,7.9,2.2,1.4,8.9,18.9,-1.7,-0.6,-2.3,-0.1
Chris Paul,SAS,PG,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14,0.3,0.5,0.8,1.6
Cameron Payne,NYK,PG,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10,20.8,-0.1,-0.2,-0.2,0.5
Elfrid Payton,2TM,PG,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-5.1,-1.3,-6.4,-0.6
Gary Payton II,GSW,SG,0.635,0.319,0.128,6,15.8,10.7,13.5,2.7,1.7,11,16.1,-0.5,2,1.4,0.8
Drew Peterson,BOS,PF,0.601,0.805,0.22,5.3,18.1,11.7,9.1,1.3,1,15.1,12.5,-1.8,1,-0.8,0.1
Julian Phillips,CHI,SF,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,-2.6,-0.4,-3,-0.3
Jalen Pickett,DEN,SG,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,-0.8,-0.7,-1.5,0.1
Scotty Pippen Jr.,MEM,PG,0.582,0.369,0.288,4.1,12.1,8.1,27.1,2.8,1.6,17.1,19.3,0,1.8,1.9,1.7
Daeqwon Plowden,ATL,SG,0.831,0.68,0.08,5.9,10.9,8.4,4.1,0,0,13.4,17,1.5,-1.5,-0.1,0
Mason Plumlee,PHO,C,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,-1.5,1,-0.6,0.5
Brandin Podziemski,GSW,SG,0.557,0.491,0.151,4,16.8,10.2,18.7,2,0.7,10.1,18.3,-0.1,0.8,0.7,1.2
Jakob Poeltl,TOR,C,0.641,0.005,0.249,11.7,23.3,17.4,14.5,1.9,4,14.7,18.7,0.7,1.3,2,1.7
Jordan Poole,WAS,SG,0.591,0.588,0.259,1.6,9,5.3,25.6,2,1.2,14.8,29,2,-1.6,0.4,1.2
Craig Porter Jr.,CLE,PG,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.1,1,1.1,0.4
Kevin Porter Jr.,2TM,SG,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-1.6,0.9,-0.6,0.5
Michael Porter Jr.,DEN,SF,0.617,0.467,0.185,6.1,16.2,11.4,8.7,0.9,1.3,8.4,20.2,1.6,-1.7,-0.1,1.2
Bobby Portis,MIL,PF,0.542,0.299,0.123,8.2,27,18,12.9,1.4,1.9,8.3,24.1,0.6,-0.4,0.2,0.7
Kristaps Porzi??is,BOS,C,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.5,1.2,4.7,2.1
Quinten Post,GSW,PF,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.1,0,0.1,0.4
Micah Potter,UTA,C,0.563,0.726,0.148,6.6,18.4,12.5,5.8,1,1.9,17.7,10.3,-2.9,-0.6,-3.5,-0.3
Dwight Powell,DAL,C,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,-1.5,1.5,0,0.3
Norman Powell,LAC,SG,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,1.7,-0.2,1.5,1.8
Taurean Prince,MIL,SF,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,-2,0.3,-1.7,0.1
Payton Pritchard,BOS,PG,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19,3.4,0.2,3.5,3.2
Olivier-Maxence Prosper,DAL,PF,0.484,0.293,0.437,8.4,15,11.8,9.1,2.2,0.9,6.3,16.3,-1.6,-0.5,-2.1,0
Zyon Pullin,MEM,SG,0,0,0,0,0,0,0,0,0,0,13.4,-15,-7.7,-22.7,0
Trevelin Queen,ORL,SG,0.486,0.524,0.143,6.6,7.9,7.2,13.3,3.6,2.2,12.3,18.1,-2.6,2.3,-0.3,0.2
Neemias Queta,BOS,C,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1,4.5,14.8,13.7,-1.7,1,-0.7,0.3
Immanuel Quickley,TOR,PG,0.57,0.514,0.292,1.8,12.1,6.8,31.5,1.2,0.4,10.5,25.1,3.2,-1,2.2,1
Lester Quiñones,2TM,SG,0.514,0.564,0.167,2.4,9.1,5.7,19.4,0.8,1,14.3,22.6,-3.2,-2.9,-6.1,-0.2
Julius Randle,MIN,PF,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1,0.7,15.3,25,1.5,-0.2,1.3,1.8
Duop Reath,POR,C,0.552,0.639,0.133,9.9,11.4,10.6,8,1.2,2.7,8.3,17,0.2,-0.5,-0.3,0.2
Austin Reaves,LAL,SG,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,2.4,-0.5,1.9,2.6
Cam Reddish,LAL,SF,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,-4.4,1.6,-2.7,-0.1
Paul Reed,DET,C,0.573,0.197,0.296,10.2,20.8,15.6,14,4.3,5.4,13.9,18,-1.2,4,2.9,0.5
Alex Reese,2TM,PF,0.641,0.759,0.222,4.5,20.8,12.3,2.6,2.3,4.5,9.2,13.2,-0.9,-0.3,-1.2,0
Antonio Reeves,NOP,SG,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,-1.2,-2,-3.2,-0.2
Naz Reid,MIN,C,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3,9.9,21.5,0.8,0.8,1.6,2
Jared Rhoden,2TM,SG,0.602,0.448,0.287,6.5,13.5,9.9,10.5,2.1,0.8,8.4,19.7,-0.5,0,-0.5,0.1
Nick Richards,2TM,C,0.634,0.006,0.461,13.1,27.5,20.4,5.9,0.5,4.2,16.3,17.3,-2,-1.3,-3.3,-0.4
Josh Richardson,MIA,SG,0.402,0.579,0.105,4.5,4.4,4.4,10.5,2.7,0.6,16.8,14.1,-7.3,0.6,-6.7,-0.2
Zaccharie Risacher,ATL,SF,0.558,0.442,0.191,5,11.1,8,7.1,1.3,1.8,9.8,20.9,-1.7,-1.8,-3.5,-0.7
Liam Robbins,MIL,C,0.363,0.25,1.25,13.9,9.2,11.4,4.2,1.7,3.3,32.6,14.2,-9.2,-1.3,-10.5,-0.1
Duncan Robinson,MIA,SF,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,-0.7,-1.1,-1.7,0.1
Mitchell Robinson,NYK,C,0.676,0,0.339,20.8,19.2,20,5.9,2.7,5.8,13.4,11.1,1.5,1.8,3.3,0.4
Orlando Robinson,2TM,C,0.519,0.199,0.268,12.1,18.7,15.4,14,1.1,2,14.4,18.5,-3,-0.4,-3.4,-0.3
Jeremiah Robinson-Earl,NOP,PF,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,-0.9,-1.6,-2.5,-0.2
David Roddy,3TM,PF,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2,13.9,16,-1.6,0.1,-1.5,0.1
Ryan Rollins,MIL,PG,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,-1.4,0.9,-0.5,0.3
Jackson Rowe,GSW,PF,0.56,0.588,0.353,6,17,11.4,11.1,3.7,0,4.8,16.7,-0.5,1.5,1,0
Terry Rozier,MIA,PG,0.497,0.485,0.17,3,12.8,7.9,14.8,1.1,0.8,10.3,20.4,-2.6,-1,-3.7,-0.7
Rayan Rupert,POR,SG,0.499,0.415,0.211,6,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-4.1,-0.6,-4.7,-0.3
D'Angelo Russell,2TM,PG,0.522,0.564,0.227,1.5,11,6.2,31.2,1.9,1.5,13.3,24,0,-0.4,-0.4,0.6
Matt Ryan,NYK,SF,0.439,0.613,0.065,0,13.4,6.8,5.9,1.5,0,8.6,22.3,-5.1,-2.3,-7.5,-0.1
Domantas Sabonis,SAC,C,0.655,0.175,0.324,12.3,32.6,22.4,26,1,1,16.5,21.6,4.2,1.1,5.2,4.4
Tidjane Salaün,CHO,PF,0.457,0.594,0.272,5.9,18.4,12,8.5,1.1,1.1,13.1,15.2,-4.3,-0.8,-5.2,-1
Adama Sanogo,CHI,C,0.571,0,0,25.4,4.9,15,6.7,0,0,12.5,15.9,0.7,-3.4,-2.6,0
Gui Santos,GSW,PF,0.575,0.575,0.235,9.9,14.5,12.1,14.2,1.6,1.2,17.5,13.2,-2.2,0.5,-1.7,0.1
Dario Šari?,DEN,C,0.449,0.448,0.172,7.7,17.9,13.1,13.1,1.6,0.4,19.4,15.6,-4.4,-0.4,-4.8,-0.1
Alex Sarr,WAS,C,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5,11.2,23.5,-2.2,-1,-3.3,-0.6
Marcus Sasser,DET,PG,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,-0.4,-0.2,-0.6,0.3
Baylor Scheierman,BOS,SG,0.49,0.745,0.109,5.4,13,9.2,11.3,2.2,0.5,9.4,14.5,-2.5,0.8,-1.7,0
Dennis Schröder,3TM,PG,0.531,0.449,0.261,1.4,9.2,5.2,28.7,1.5,0.6,13.3,21.6,-1.3,-0.9,-2.2,-0.1
Alperen ?engün,HOU,C,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,2.6,1.8,4.4,3.9
Brice Sensabaugh,UTA,SF,0.612,0.621,0.122,3.2,12.6,7.9,12,1.5,0.5,14.5,21.5,0.4,-1.6,-1.2,0.3
Collin Sexton,UTA,SG,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27,1.7,-2.3,-0.6,0.6
Landry Shamet,NYK,SG,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,-1.9,-0.6,-2.4,-0.1
Terrence Shannon Jr.,MIN,SG,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1,1.4,10.9,17.7,-2.1,0,-2.1,0
Day'Ron Sharpe,BRK,C,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,0,0.9,0.9,0.7
Shaedon Sharpe,POR,SG,0.551,0.428,0.219,3.2,12.7,7.8,14.2,1.3,0.6,11,25.1,0,-1.3,-1.3,0.4
Jamal Shead,TOR,PG,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18,18.6,-3.2,-0.9,-4.1,-0.8
Ben Sheppard,IND,SG,0.555,0.693,0.094,4,12,8,8.6,1.5,1,6.9,11.3,-2.2,0.2,-2,0
Reed Sheppard,HOU,PG,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-3,1.3,-1.7,0.1
Pascal Siakam,IND,PF,0.599,0.274,0.261,5.9,17.6,11.8,15.7,1.3,1.5,7.6,24.2,2.2,-0.5,1.7,2.4
Ben Simmons,2TM,PG,0.539,0,0.148,4.6,20.3,12.2,37,1.7,2,30,13.2,-2.3,1.8,-0.5,0.4
Anfernee Simons,POR,SG,0.557,0.527,0.172,1.2,8,4.5,23.3,1.3,0.2,10.6,24.6,1.5,-1.5,-0.1,1.1
KJ Simpson,CHO,PG,0.437,0.432,0.166,4.8,9,6.9,19.8,2,0.7,14.8,19.1,-4.5,-0.9,-5.4,-0.7
Jaylen Sims,CHO,SG,0.607,0.536,0.536,2.8,2.9,2.9,15.6,1.3,0.9,18.8,16.2,-2.8,-1.3,-4.1,-0.1
Jericho Sims,2TM,C,0.639,0,0.183,12.9,22,17.6,6.4,0.8,2.8,30.1,7.6,-3.1,0.1,-3,-0.2
Marcus Smart,2TM,PG,0.529,0.549,0.276,2.8,8.3,5.6,21.7,2.7,1.2,15.8,20.6,-1.6,0.1,-1.5,0.1
Dru Smith,MIA,SG,0.656,0.492,0.197,5,9.8,7.4,12,3.9,2.1,20.4,13.8,-1.3,3.4,2.1,0.3
Jabari Smith Jr.,HOU,PF,0.562,0.489,0.223,6.4,18.6,12.4,4.7,0.7,2.1,8.9,16.4,-0.8,0.1,-0.7,0.6
Jalen Smith,CHI,C,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4,7.6,21,1.5,-0.6,0.9,0.7
Nick Smith Jr.,CHO,SG,0.502,0.539,0.081,1,9.1,5,16.7,0.6,0.4,12.2,20.8,-3.2,-2.6,-5.7,-1.3
Tolu Smith,DET,PF,0.678,0,0.333,20.3,20,20.1,0,0,0,16.2,23.6,-2.4,-6.5,-8.9,0
Tyler Smith,MIL,PF,0.626,0.6,0.16,5.6,16.3,11.1,4.9,1.2,3.1,13,22.1,0.4,-1.2,-0.9,0
Jeremy Sochan,SAS,PF,0.589,0.194,0.267,10,17.7,13.8,13.7,1.6,1.8,13.8,19,-0.8,-0.4,-1.2,0.3
Cam Spencer,MEM,SG,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.3,0.2,0.5,0.2
