PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
Quinten Post,GSW,25,42,16.3,8.1,3.5,1.3,0.4,0.4,0.8,0.449,0.408,0.778,1,84,238,2024,2,52,0.595,0.653,0.099,5.3,18.3,11.6,12.2,1.1,2.5,10.3,19.6,0.1,0,0.1,PG
Rayan Rupert,POR,21,52,8.8,3,1.3,0.5,0.3,0.1,0.6,0.408,0.271,0.767,-1.7,78,195,2023,2,43,0.499,0.415,0.211,6,10.6,8.2,7.6,1.7,0.8,16.2,16.8,-4.1,-0.6,-4.7,C
Reece Beekman,BKN,23,36,13,2.6,1.1,1.8,0.9,0.1,0.6,0.327,0.175,0.762,-3.3,75,190,Undrafted,Undrafted,Undrafted,0.4,0.374,0.196,3,6.6,4.7,19.1,3.5,0.4,15.3,12.8,-6.7,1.3,-5.4,SG
Reed Sheppard,HOU,21,52,12.6,4.4,1.5,1.4,0.7,0.3,0.7,0.351,0.338,0.813,-1,74,185,2024,1,3,0.465,0.594,0.067,2.6,10.3,6.4,15.2,2.6,2.3,13.1,17.8,-3,1.3,-1.7,C
Reggie Jackson,PHI,35,31,12.4,4.4,1.4,1.5,0.5,0.1,0.5,0.391,0.338,0.778,-0.6,74,208,2011,1,24,0.496,0.556,0.068,2.3,10.4,6.2,17.1,2.1,0.8,11,17.5,-3.2,-0.8,-4,SG
Richaun Holmes,WAS,31,31,17.2,7.4,5.7,1.4,0.3,0.7,0.7,0.647,0,0.833,-1.2,81,235,2015,2,37,0.695,0.022,0.432,12,22.5,17.2,12.1,0.8,3.9,11.3,14.7,1.2,0,1.1,SG
Ricky Council IV,PHI,23,73,17.1,7.3,2.9,1.3,0.4,0.2,0.7,0.382,0.258,0.804,-2.2,78,207,Undrafted,Undrafted,Undrafted,0.502,0.46,0.33,4.4,15.4,9.7,11.4,1.3,1,8.9,20.3,-2,-2.3,-4.3,PG
RJ Barrett,TOR,25,58,32.2,21.1,6.3,5.4,0.8,0.3,2.9,0.468,0.35,0.63,-2.4,78,214,2019,1,3,0.547,0.312,0.317,3.4,17.9,10.5,27.3,1.2,0.9,12.9,28.7,1.2,-0.7,0.6,SG
Rob Dillingham,MIN,20,49,10.5,4.5,1,2,0.4,0,1.1,0.441,0.338,0.533,0.4,75,175,2024,1,8,0.503,0.351,0.071,2.6,8,5.4,28.4,1.9,0.2,19.6,22.7,-3.3,-0.9,-4.2,PG
Robert Williams,POR,27,20,17.6,5.8,5.9,1.1,0.7,1.7,0.9,0.641,0.333,0.882,-0.9,81,249,2018,1,27,0.679,0.038,0.218,10.5,26.3,18.2,8.6,1.8,8.5,16.6,12.2,-0.1,3.2,3,SF
Ron Holland,DET,19,81,15.6,6.4,2.7,1,0.6,0.2,0.9,0.474,0.238,0.754,-0.7,80,206,2024,1,5,0.556,0.363,0.293,3.5,15.5,9.5,8.9,1.9,1.3,13.3,18.1,-3.3,0.3,-3,SG
Royce O'Neale,PHX,32,75,24.5,9.1,4.7,2.2,0.9,0.4,0.9,0.423,0.406,0.731,-2.1,78,226,Undrafted,Undrafted,Undrafted,0.585,0.774,0.046,3.3,17.5,10.6,12.3,1.8,1.7,10.1,15.5,0.2,-0.1,0.1,SG
Rudy Gobert,MIN,33,72,33.2,12,10.9,1.8,0.8,1.4,1.2,0.669,0,0.674,4.5,85,258,2013,1,27,0.687,0,0.535,12.5,23.8,18.2,7.5,1.2,4.1,12.4,13,0.6,1.3,1.9,SF
Rui Hachimura,LAL,27,59,31.7,13.1,5,1.4,0.8,0.4,0.8,0.509,0.413,0.77,2.7,80,230,2019,1,9,0.619,0.429,0.196,4.9,12.6,8.9,6.4,1.2,1.3,7.3,15.8,-0.1,-0.6,-0.7,SG
Russell Westbrook,DEN,36,75,27.9,13.3,4.9,6.1,1.4,0.5,3.2,0.449,0.323,0.661,-0.3,76,200,2008,1,4,0.532,0.35,0.28,5.6,13.4,9.7,28.8,2.4,1.6,20.6,23.8,-0.9,-0.2,-1.1,PG
Ryan Dunn,PHX,22,74,19.1,6.9,3.6,0.8,0.6,0.5,0.5,0.43,0.311,0.487,-2.3,80,216,2024,1,28,0.517,0.553,0.082,7.5,13.5,10.6,5.7,1.5,2.7,7.5,16.7,-2.9,-1.2,-4.1,PG
Ryan Rollins,MIL,22,56,14.6,6.2,1.9,1.9,0.8,0.3,0.9,0.487,0.408,0.8,1.5,75,180,2022,2,44,0.6,0.443,0.166,2.9,11.1,7.2,17.8,2.5,1.9,15.4,18.4,-1.4,0.9,-0.5,SF
Sam Hauser,BOS,27,71,21.7,8.5,3.2,0.9,0.6,0.2,0.3,0.451,0.416,1,4.6,79,217,Undrafted,Undrafted,Undrafted,0.632,0.842,0.023,3.1,12.7,7.9,5.8,1.3,0.8,4.6,14.3,0.9,-0.1,0.8,C
Sam Merrill,CLE,29,71,19.7,7.2,2.2,1.5,0.7,0.2,0.5,0.406,0.372,0.966,4.5,76,205,2020,2,60,0.583,0.868,0.068,3,8.9,6.1,9.6,1.8,0.9,7.4,14.3,-0.4,0.7,0.3,PG
Sandro Mamukelashvili,SAS,26,61,11.2,6.3,3.1,0.8,0.4,0.3,0.4,0.502,0.373,0.741,-0.5,81,240,2021,2,54,0.628,0.573,0.206,9.7,19.7,14.7,10.7,1.6,2.3,7.8,20.8,3.3,-1,2.3,PF
Santi Aldama,MEM,24,65,25.5,12.5,6.4,2.9,0.8,0.4,1.1,0.483,0.368,0.691,2.3,84,215,2021,1,30,0.588,0.503,0.145,6.1,20.3,13.3,15.2,1.5,1.6,9.3,18.5,2.5,0.7,3.2,PF
Scoot Henderson,POR,21,66,26.7,12.7,3,5.1,1,0.2,2.7,0.419,0.354,0.767,-0.6,75,206,2023,1,3,0.54,0.434,0.301,3.1,9.2,6.1,28.1,1.9,0.7,18.6,22.5,-1.4,-0.8,-2.2,SG
Scottie Barnes,TOR,23,65,32.8,19.3,7.7,5.8,1.4,1,2.8,0.446,0.271,0.755,-2,79,237,2021,1,4,0.523,0.263,0.284,5.3,20.2,12.6,27.7,2.1,2.8,13.4,27,1.5,0.9,2.4,C
Scotty Pippen Jr.,MEM,24,79,21.3,9.9,3.3,4.4,1.3,0.4,1.7,0.48,0.397,0.713,0.6,73,170,Undrafted,Undrafted,Undrafted,0.582,0.369,0.288,4.1,12.1,8.1,27.1,2.8,1.6,17.1,19.3,0,1.8,1.9,SF
Seth Curry,CHA,34,68,15.6,6.5,1.7,0.9,0.4,0.1,0.5,0.478,0.456,0.846,-2.5,73,185,Undrafted,Undrafted,Undrafted,0.616,0.531,0.114,2.4,9.1,5.7,8.8,1.3,0.6,8.2,15.7,-0.8,-0.9,-1.7,SG
Shaedon Sharpe,POR,22,72,31.3,18.5,4.5,2.8,0.9,0.2,2.1,0.452,0.311,0.785,-1.9,77,208,2022,1,7,0.551,0.428,0.219,3.2,12.7,7.8,14.2,1.3,0.6,11,25.1,0,-1.3,-1.3,SF
Shai Gilgeous-Alexander,OKC,26,76,34.2,32.7,5,6.4,1.7,1,2.4,0.519,0.375,0.898,12.1,78,195,2018,1,11,0.637,0.263,0.404,2.8,12.6,7.8,31.3,2.4,3,8.6,34.8,8.9,2.6,11.5,SG
Shake Milton,LAL,28,57,14.7,5.5,1.8,1.8,0.4,0.1,0.7,0.453,0.358,0.797,-2.1,77,205,2018,2,54,0.563,0.417,0.232,4.2,9.9,7,18.3,1.5,0.5,12.5,16.7,-1.7,-0.5,-2.2,SF
Sidy Cissoko,POR,21,22,5.2,1.5,1,0.7,0.1,0,0.5,0.433,0.231,0.333,0.4,78,200,2023,2,44,0.471,0.433,0.3,7.4,12.4,9.9,17.7,0.9,0.8,24.5,16.6,-4.8,-0.3,-5.1,PF
Simone Fontecchio,DET,29,75,16.5,5.9,2.9,0.9,0.4,0.2,0.7,0.402,0.335,0.833,0.2,79,209,Undrafted,Undrafted,Undrafted,0.544,0.609,0.225,4.7,14.5,9.6,6.9,1.2,0.9,11.6,15.8,-2.2,-0.7,-2.9,SF
Spencer Dinwiddie,DAL,32,79,27,11,2.6,4.4,0.9,0.2,1.3,0.416,0.334,0.802,-2.8,77,215,2014,2,38,0.553,0.478,0.356,0.9,9.5,5.3,22.1,1.6,0.7,11.4,17.9,-0.9,-0.7,-1.6,C
Spencer Jones,DEN,24,20,6.2,1.3,0.9,0.3,0.3,0.3,0.3,0.324,0.059,1,-2.3,79,225,Undrafted,Undrafted,Undrafted,0.368,0.5,0.088,7.4,7.5,7.5,4.7,1.9,3.6,12.4,13.7,-7.7,-0.8,-8.5,SF
Stanley Umude,MIL,26,22,3.9,0.7,0.8,0.2,0.1,0.3,0.1,0.192,0.2,0.5,-0.7,78,210,Undrafted,Undrafted,Undrafted,0.27,0.577,0.154,5.3,15.8,10.7,5.7,1.7,6.5,9.8,15.7,-7.5,-0.7,-8.1,SF
Stephen Curry,GSW,37,70,32.2,24.5,4.4,6,1.1,0.4,2.9,0.448,0.397,0.933,4.3,74,185,2009,1,7,0.618,0.623,0.238,1.9,13.3,7.4,31.3,1.7,1.3,12.6,29.8,6.4,0,6.3,PG
Stephon Castle,SAS,20,81,26.7,14.7,3.7,4.1,0.9,0.3,2.2,0.428,0.285,0.724,-3,78,215,2024,1,4,0.522,0.337,0.348,4.4,10.3,7.4,22.8,1.7,0.9,13.4,26,-1.5,-1.7,-3.2,PF
Steven Adams,HOU,31,58,13.7,3.9,5.6,1.1,0.4,0.5,0.9,0.545,0,0.462,3,83,265,2013,1,12,0.541,0.012,0.557,21.8,22,21.9,10.9,1.3,3.2,20.6,13.6,0,0.3,0.3,SG
Svi Mykhailiuk,UTA,28,38,20,8.8,2.4,2,0.5,0.2,1.4,0.391,0.345,0.8,-2.8,79,205,2018,2,47,0.526,0.672,0.116,3.1,9.6,6.4,14.7,1.2,0.9,14.1,20.3,-1.4,-2.1,-3.5,PF
T.J. McConnell,IND,33,79,17.9,9.1,2.4,4.4,1.1,0.3,1.4,0.519,0.306,0.74,-0.7,73,190,2015,0,,0.547,0.079,0.123,3.5,11.6,7.6,37,2.8,1.3,14.2,23.4,0.6,0.6,1.2,C
Taj Gibson,CHA,40,37,11.1,2.9,3.2,0.6,0.2,0.5,0.7,0.495,0.5,0.6,-3.4,81,232,2009,1,26,0.515,0.021,0.211,13,18.4,15.6,7.5,1.1,4.3,19.4,13.4,-5.2,-0.1,-5.3,C
Talen Horton-Tucker,CHI,24,58,12.5,6.5,1.7,1.4,0.4,0.2,0.7,0.457,0.336,0.735,0.3,76,234,2019,2,46,0.567,0.419,0.337,2.8,11.5,7.2,16.1,1.4,1.3,10.7,21.6,-1.4,-1.1,-2.4,PG
Tari Eason,HOU,24,57,24.9,12,6.4,1.5,1.7,0.9,1.1,0.487,0.342,0.76,2.5,80,215,2022,1,17,0.567,0.329,0.186,9.4,17.9,13.6,8.5,3.3,3.2,9.7,19.4,1,2.6,3.6,C
Taurean Prince,MIL,31,80,27.1,8.2,3.6,1.9,1,0.2,1,0.457,0.439,0.813,-0.3,78,218,2016,1,12,0.613,0.652,0.093,1.8,12.2,7.2,9.4,1.7,0.6,13.3,12.5,-2,0.3,-1.7,C
Terance Mann,ATL,28,67,21.1,7.7,3,1.8,0.7,0.2,0.7,0.496,0.368,0.691,-1.4,77,215,2019,2,48,0.584,0.395,0.165,5.3,10.4,7.8,11.7,1.6,1,9.6,14.7,-1.4,0,-1.3,SG
Terrence Shannon Jr.,MIN,24,32,10.6,4.3,1.5,1,0.2,0.2,0.5,0.482,0.355,0.81,0.3,78,215,2024,1,27,0.56,0.272,0.184,3.3,11.9,7.7,13.8,1,1.4,10.9,17.7,-2.1,0,-2.1,PF
Terry Rozier,MIA,31,64,25.9,10.6,3.7,2.6,0.6,0.2,1.2,0.391,0.295,0.852,-2.2,73,190,2015,1,16,0.497,0.485,0.17,3,12.8,7.9,14.8,1.1,0.8,10.3,20.4,-2.6,-1,-3.7,C
Thomas Bryant,IND,27,66,14.6,6.5,3.8,0.8,0.4,0.6,0.5,0.508,0.324,0.859,-0.6,82,248,2017,2,42,0.614,0.461,0.199,9.7,19.2,14.5,7.6,1.4,3.9,7.9,17.1,0.7,0,0.6,C
Tidjane Salaun,CHA,19,60,20.7,5.9,4.7,1.2,0.5,0.2,1,0.33,0.283,0.713,-5.4,80,207,2024,1,6,0.457,0.594,0.272,5.9,18.4,12,8.5,1.1,1.1,13.1,15.2,-4.3,-0.8,-5.2,PF
